dataset,unit,eps,gamma,delta,fpr,tpr_empirical,tpr_dp_bound,n_shadows,n_pos,n_neg
cifar100,U1,inf,1.0,1e-05,0.0042475715525368985,0.8279171380642141,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.004448782831127585,0.8300237974486014,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.004659525668664682,0.8326571216790856,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.004880251583654433,0.8349783482229938,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.005111433483440166,0.8370069831857372,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0053535666774107244,0.8395232707837553,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.005607169938205458,0.8419030156438966,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.005872786613189483,0.8448679436663675,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.006150985788580504,0.8464284320992471,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00644236350872137,0.8480474388483595,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.006747544053110693,0.8510318729762416,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0070671812739274914,0.8538407521554247,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.007401959996915644,0.8559864237506339,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.007752597488629464,0.858970857878516,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.008119844993184008,0.8617017126360551,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.008504489341802677,0.8637108414933874,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.00890735463861044,0.8658175008777748,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.009329304026284686,0.867943666367573,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.009771241535346501,0.8695626731166856,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.010234114021054527,0.8719034057660048,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.010718913192051276,0.8753754925291616,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.011226677735108135,0.8784574571840986,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01175849554052157,0.8806811532009519,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.012315506032928261,0.8831389224827371,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01289890261253308,0.8849529902859595,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.013509935211980266,0.8878593999921975,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01414991297434576,0.8906292669605587,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.014820207057988586,0.8923848164475481,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01552225357427048,0.8944914758319354,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.016257556664437952,0.8965396169000898,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.017027691722258997,0.898529239652011,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.017834308769319095,0.9013576249366052,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01867913599020783,0.9045956384348302,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.01956398343517065,0.9069948894003823,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.020490746898158482,0.9091405609955916,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.021461411978584036,0.9125541294425155,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.02247805833548725,0.9145242460890258,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.02354286414322418,0.9166894237896461,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.024658110758226038,0.9192447235984863,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.025826187606826773,0.9220145905668474,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.027049597304631343,0.9246089025865096,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.02833096101839324,0.926325439862677,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.029673024081888696,0.9284125931416534,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.03107866187782014,0.9311629540046035,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0325508859983506,0.9332110950727578,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.03409285069746811,0.9350836811922132,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.03570785964900463,0.9373268833144774,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.03739937302478798,0.9393750243826318,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.039171014908092605,0.941852299769828,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.04102658105827194,0.9441735263137362,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.04297004704320839,0.9462411734873015,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.04500557675700498,0.9492256076151836,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.047137531341167244,0.9516833768969688,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.049370478528390035,0.9537120118597121,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.05170920242896761,0.9561697811414973,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.054158713780794704,0.9582959466312956,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.05672426068491978,0.960110014434518,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.05941133984965034,0.9617095150782194,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.06222570836730231,0.9635625950922638,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.06517339604882427,0.9654741934225413,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.06826071834272386,0.9670346818554207,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.07149428986597577,0.9689657862911091,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.07488103857590023,0.9708188663051535,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.07842822061337681,0.9727109585300199,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.0821434358491943,0.9744079897007764,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.086034644166845,0.9764561307689307,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.09011018251665019,0.9778800764639332,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.09437878277775381,0.9794600710022237,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.09884959046625587,0.981313151016268,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.10353218432956626,0.9828151211329146,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.1084365968689611,0.9841415363008622,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.11357333583431052,0.9854484453633987,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.11895340673703195,0.9868138727421683,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.12458833642950082,0.9879062146451839,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.1304901978014403,0.9888815199157336,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.13667163564620075,0.9898958373971053,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.14314589375234785,0.990871142667655,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.14992684327860456,0.9919439784652596,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.15702901247293774,0.9930753325790973,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.16446761779946645,0.9939921195334139,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.17225859653987874,0.9948308820660867,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.18041864093920718,0.9954745835446495,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.18896523396912096,0.9960207544961573,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.19791668678535573,0.99685951702883,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.2072921779595372,0.9973081574532828,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.21711179456945054,0.9977177856669137,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.22739657523579276,0.9981664260913666,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.23816855519761582,0.9985760543049975,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.24945081352303167,0.9987906214645184,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.2612675225563329,0.9989661764132174,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.27364399970746717,0.9991612374673273,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.286606761694825,0.9993562985214373,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.3001835813575589,0.9995513595755472,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.31440354715915003,0.9996683962080131,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.3292971255097151,0.999765926735068,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.34489622604057596,0.999863457262123,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.36123426997094304,0.999902469472945,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.3783462617131929,0.999921975578356,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.3962688638701478,0.9999414816837671,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.41504047578504766,0.999960987789178,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.43470131581250265,0.999980493894589,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.4552935074866948,0.999980493894589,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.47686116977144694,0.999980493894589,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.499450511585514,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.5231099308056264,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.5478901179593945,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.5738441648302393,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.6010276782070382,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.6294988990221888,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.6593188271333549,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.6905513520162331,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.7232633896483533,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.7575250258771913,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.7934096665797492,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.8309941949353395,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.8703591361485166,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.9115888299750827,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,0.9547716114208056,1.0,1.0,1024,51266,51234
cifar100,U1,inf,1.0,1e-05,1.0,1.0,1.0,1024,51266,51234
