dataset,method,seed,task_k,task_T,elapsed,acc
imagenet_r,m1_glfc,3,0,2,2,0.7930656934306569
imagenet_r,m1_glfc,3,0,3,3,0.7667883211678832
imagenet_r,m1_glfc,3,0,4,4,0.7434306569343065
imagenet_r,m1_glfc,3,0,5,5,0.722992700729927
imagenet_r,m1_glfc,3,0,6,6,0.7197080291970803
imagenet_r,m1_glfc,3,0,7,7,0.7065693430656934
imagenet_r,m1_glfc,3,0,8,8,0.7003649635036496
imagenet_r,m1_glfc,3,0,9,9,0.6879562043795621
imagenet_r,m1_glfc,3,1,1,0,0.15946843853820597
imagenet_r,m1_glfc,3,1,2,1,0.4485049833887043
imagenet_r,m1_glfc,3,1,3,2,0.6184148077835786
imagenet_r,m1_glfc,3,1,4,3,0.6421452301850973
imagenet_r,m1_glfc,3,1,5,4,0.6786900806834362
imagenet_r,m1_glfc,3,1,6,5,0.6739439962031324
imagenet_r,m1_glfc,3,1,7,6,0.6677740863787376
imagenet_r,m1_glfc,3,1,8,7,0.7223540579022306
imagenet_r,m1_glfc,3,1,9,8,0.7674418604651163
imagenet_r,m1_glfc,3,2,2,0,0.07806691449814127
imagenet_r,m1_glfc,3,2,3,1,0.4118133002891367
imagenet_r,m1_glfc,3,2,4,2,0.46551011978521273
imagenet_r,m1_glfc,3,2,5,3,0.5258157786038827
imagenet_r,m1_glfc,3,2,6,4,0.5468814539446509
imagenet_r,m1_glfc,3,2,7,5,0.5423378769103676
imagenet_r,m1_glfc,3,2,8,6,0.5807517554729451
imagenet_r,m1_glfc,3,2,9,7,0.6402313093762908
imagenet_r,m1_glfc,3,3,3,0,0.13589540412044374
imagenet_r,m1_glfc,3,3,4,1,0.27060221870047546
imagenet_r,m1_glfc,3,3,5,2,0.40689381933438984
imagenet_r,m1_glfc,3,3,6,3,0.48256735340729
imagenet_r,m1_glfc,3,3,7,4,0.5340729001584786
imagenet_r,m1_glfc,3,3,8,5,0.5760697305863708
imagenet_r,m1_glfc,3,3,9,6,0.6073692551505546
imagenet_r,m1_glfc,3,4,4,0,0.07645134914145543
imagenet_r,m1_glfc,3,4,5,1,0.3045789043336059
imagenet_r,m1_glfc,3,4,6,2,0.3704006541291905
imagenet_r,m1_glfc,3,4,7,3,0.4215044971381848
imagenet_r,m1_glfc,3,4,8,4,0.4901880621422731
imagenet_r,m1_glfc,3,4,9,5,0.5470155355682748
imagenet_r,m1_glfc,3,5,5,0,0.07506053268765134
imagenet_r,m1_glfc,3,5,6,1,0.28127522195318805
imagenet_r,m1_glfc,3,5,7,2,0.34826472962066185
imagenet_r,m1_glfc,3,5,8,3,0.4257465698143664
imagenet_r,m1_glfc,3,5,9,4,0.4826472962066182
imagenet_r,m1_glfc,3,6,6,0,0.06305903398926654
imagenet_r,m1_glfc,3,6,7,1,0.29695885509839
imagenet_r,m1_glfc,3,6,8,2,0.3944543828264758
imagenet_r,m1_glfc,3,6,9,3,0.43023255813953487
imagenet_r,m1_glfc,3,7,7,0,0.0856812041682748
imagenet_r,m1_glfc,3,7,8,1,0.2578155152450791
imagenet_r,m1_glfc,3,7,9,2,0.3392512543419529
imagenet_r,m1_glfc,3,8,8,0,0.08298926507018993
imagenet_r,m1_glfc,3,8,9,1,0.2902559867877787
imagenet_r,m1_glfc,3,9,9,0,0.025601638504864313
imagenet_r,m1_glfc,4,0,0,0,0.7401852668725187
imagenet_r,m1_glfc,4,0,1,1,0.7551830613145126
imagenet_r,m1_glfc,4,0,2,2,0.768416409351566
imagenet_r,m1_glfc,4,0,3,3,0.7512130569033966
imagenet_r,m1_glfc,4,0,4,4,0.7357741508601676
imagenet_r,m1_glfc,4,0,5,5,0.7273930304367004
imagenet_r,m1_glfc,4,0,6,6,0.7163652404058227
imagenet_r,m1_glfc,4,0,7,7,0.6996029995588884
imagenet_r,m1_glfc,4,0,8,8,0.6771063078958977
imagenet_r,m1_glfc,4,0,9,9,0.659020732245258
imagenet_r,m1_glfc,4,1,1,0,0.10348837209302325
imagenet_r,m1_glfc,4,1,2,1,0.4724806201550388
imagenet_r,m1_glfc,4,1,3,2,0.6058139534883721
imagenet_r,m1_glfc,4,1,4,3,0.6759689922480621
imagenet_r,m1_glfc,4,1,5,4,0.7011627906976744
imagenet_r,m1_glfc,4,1,6,5,0.7085271317829457
imagenet_r,m1_glfc,4,1,7,6,0.6883720930232559
imagenet_r,m1_glfc,4,1,8,7,0.6934108527131783
imagenet_r,m1_glfc,4,1,9,8,0.7027131782945737
imagenet_r,m1_glfc,4,2,2,0,0.12062256809338522
imagenet_r,m1_glfc,4,2,3,1,0.37397319498486814
imagenet_r,m1_glfc,4,2,4,2,0.5313445741461306
imagenet_r,m1_glfc,4,2,5,3,0.5827929096411587
imagenet_r,m1_glfc,4,2,6,4,0.6411586683960225
imagenet_r,m1_glfc,4,2,7,5,0.6632079550367488
imagenet_r,m1_glfc,4,2,8,6,0.6770428015564203
imagenet_r,m1_glfc,4,2,9,7,0.6653696498054474
imagenet_r,m1_glfc,4,3,3,0,0.06579984239558707
imagenet_r,m1_glfc,4,3,4,1,0.37943262411347517
imagenet_r,m1_glfc,4,3,5,2,0.49605988967691095
imagenet_r,m1_glfc,4,3,6,3,0.5571315996847912
imagenet_r,m1_glfc,4,3,7,4,0.607565011820331
imagenet_r,m1_glfc,4,3,8,5,0.6217494089834515
imagenet_r,m1_glfc,4,3,9,6,0.6225374310480694
imagenet_r,m1_glfc,4,4,4,0,0.11544782251437963
imagenet_r,m1_glfc,4,4,5,1,0.37551355792933444
imagenet_r,m1_glfc,4,4,6,2,0.4884963023829088
imagenet_r,m1_glfc,4,4,7,3,0.538619556285949
imagenet_r,m1_glfc,4,4,8,4,0.575595727198028
imagenet_r,m1_glfc,4,4,9,5,0.608874281018899
imagenet_r,m1_glfc,4,5,5,0,0.06899641577060932
imagenet_r,m1_glfc,4,5,6,1,0.34587813620071683
imagenet_r,m1_glfc,4,5,7,2,0.4296594982078853
imagenet_r,m1_glfc,4,5,8,3,0.4735663082437276
imagenet_r,m1_glfc,4,5,9,4,0.5170250896057348
imagenet_r,m1_glfc,4,6,6,0,0.10079464659138436
imagenet_r,m1_glfc,4,6,7,1,0.28565453785027184
imagenet_r,m1_glfc,4,6,8,2,0.3504809703053116
imagenet_r,m1_glfc,4,6,9,3,0.4215809284818068
imagenet_r,m1_glfc,4,7,7,0,0.0870953032375741
imagenet_r,m1_glfc,4,7,8,1,0.25672594619243044
imagenet_r,m1_glfc,4,7,9,2,0.35795713634290927
imagenet_r,m1_glfc,4,8,8,0,0.03398259428097804
imagenet_r,m1_glfc,4,8,9,1,0.2797347699958558
imagenet_r,m1_glfc,4,9,9,0,0.1490027375831052
imagenet_r,m2_target,0,0,0,0,0.7876949740034662
imagenet_r,m2_target,0,0,1,1,0.804159445407279
imagenet_r,m2_target,0,0,2,2,0.7551993067590987
imagenet_r,m2_target,0,0,3,3,0.7495667244367418
imagenet_r,m2_target,0,0,4,4,0.7378682842287695
imagenet_r,m2_target,0,0,5,5,0.7196707105719238
imagenet_r,m2_target,0,0,6,6,0.7140381282495667
imagenet_r,m2_target,0,0,7,7,0.6967071057192374
imagenet_r,m2_target,0,0,8,8,0.6863084922010398
imagenet_r,m2_target,0,0,9,9,0.6824090121317158
imagenet_r,m2_target,0,1,1,0,0.4849639983058026
imagenet_r,m2_target,0,1,2,1,0.7530707327403643
imagenet_r,m2_target,0,1,3,2,0.6992799661160525
imagenet_r,m2_target,0,1,4,3,0.6734434561626429
imagenet_r,m2_target,0,1,5,4,0.6747141041931385
imagenet_r,m2_target,0,1,6,5,0.6797966963151207
imagenet_r,m2_target,0,1,7,6,0.6658195679796697
imagenet_r,m2_target,0,1,8,7,0.6649724692926726
imagenet_r,m2_target,0,1,9,8,0.6450656501482422
imagenet_r,m2_target,0,2,2,0,0.34993446920052423
imagenet_r,m2_target,0,2,3,1,0.6754041065967672
imagenet_r,m2_target,0,2,4,2,0.6989951944080385
imagenet_r,m2_target,0,2,5,3,0.6832678025338575
imagenet_r,m2_target,0,2,6,4,0.6705985146352119
imagenet_r,m2_target,0,2,7,5,0.6426387068588904
imagenet_r,m2_target,0,2,8,6,0.6286588029707296
imagenet_r,m2_target,0,2,9,7,0.6339012669287899
imagenet_r,m2_target,0,3,3,0,0.35654008438818563
imagenet_r,m2_target,0,3,4,1,0.6341772151898735
imagenet_r,m2_target,0,3,5,2,0.6227848101265823
imagenet_r,m2_target,0,3,6,3,0.6172995780590718
imagenet_r,m2_target,0,3,7,4,0.6130801687763713
imagenet_r,m2_target,0,3,8,5,0.6084388185654008
imagenet_r,m2_target,0,3,9,6,0.6084388185654008
imagenet_r,m2_target,0,4,4,0,0.3437115936091766
imagenet_r,m2_target,0,4,5,1,0.6067185579680459
imagenet_r,m2_target,0,4,6,2,0.6067185579680459
imagenet_r,m2_target,0,4,7,3,0.611224907824662
imagenet_r,m2_target,0,4,8,4,0.5854158131913151
imagenet_r,m2_target,0,4,9,5,0.5854158131913151
imagenet_r,m2_target,0,5,5,0,0.4380652772316162
imagenet_r,m2_target,0,5,6,1,0.6956350766810854
imagenet_r,m2_target,0,5,7,2,0.7023200943767204
imagenet_r,m2_target,0,5,8,3,0.7011403853716084
imagenet_r,m2_target,0,5,9,4,0.7042862760519072
imagenet_r,m2_target,0,6,6,0,0.3654995730145175
imagenet_r,m2_target,0,6,7,1,0.623398804440649
imagenet_r,m2_target,0,6,8,2,0.589666951323655
imagenet_r,m2_target,0,6,9,3,0.6003415883859948
imagenet_r,m2_target,0,7,7,0,0.27120938628158847
imagenet_r,m2_target,0,7,8,1,0.5762635379061372
imagenet_r,m2_target,0,7,9,2,0.5830324909747292
imagenet_r,m2_target,0,8,8,0,0.32966226138032306
imagenet_r,m2_target,0,8,9,1,0.5440528634361234
imagenet_r,m2_target,0,9,9,0,0.24053356282271945
imagenet_r,m2_target,1,0,0,0,0.7608131487889274
imagenet_r,m2_target,1,0,1,1,0.7478373702422145
imagenet_r,m2_target,1,0,2,2,0.7214532871972318
imagenet_r,m2_target,1,0,3,3,0.7236159169550173
imagenet_r,m2_target,1,0,4,4,0.717128027681661
imagenet_r,m2_target,1,0,5,5,0.7197231833910035
imagenet_r,m2_target,1,0,6,6,0.7141003460207612
imagenet_r,m2_target,1,0,7,7,0.7084775086505191
imagenet_r,m2_target,1,0,8,8,0.7041522491349481
imagenet_r,m2_target,1,0,9,9,0.6812283737024222
imagenet_r,m2_target,1,1,1,0,0.5510557286258221
imagenet_r,m2_target,1,1,2,1,0.7203184492904119
imagenet_r,m2_target,1,1,3,2,0.6618206992038768
imagenet_r,m2_target,1,1,4,3,0.64312911041883
imagenet_r,m2_target,1,1,5,4,0.6386292834890965
imagenet_r,m2_target,1,1,6,5,0.6334371754932503
imagenet_r,m2_target,1,1,7,6,0.6137071651090342
imagenet_r,m2_target,1,1,8,7,0.6102457597784701
imagenet_r,m2_target,1,1,9,8,0.5752855659397715
imagenet_r,m2_target,1,2,2,0,0.3905803996194101
imagenet_r,m2_target,1,2,3,1,0.7269267364414843
imagenet_r,m2_target,1,2,4,2,0.7159847764034253
imagenet_r,m2_target,1,2,5,3,0.6907706945765937
imagenet_r,m2_target,1,2,6,4,0.681255946717412
imagenet_r,m2_target,1,2,7,5,0.6646051379638439
imagenet_r,m2_target,1,2,8,6,0.6788772597526166
imagenet_r,m2_target,1,2,9,7,0.6512844909609895
imagenet_r,m2_target,1,3,3,0,0.38780852655198206
imagenet_r,m2_target,1,3,4,1,0.6383694839192221
imagenet_r,m2_target,1,3,5,2,0.6211667913238594
imagenet_r,m2_target,1,3,6,3,0.6219147344801795
imagenet_r,m2_target,1,3,7,4,0.5961106955871354
imagenet_r,m2_target,1,3,8,5,0.606207928197457
imagenet_r,m2_target,1,3,9,6,0.5867614061331339
imagenet_r,m2_target,1,4,4,0,0.30427892234548337
imagenet_r,m2_target,1,4,5,1,0.6286318013734813
imagenet_r,m2_target,1,4,6,2,0.6159535129424194
imagenet_r,m2_target,1,4,7,3,0.6032752245113576
imagenet_r,m2_target,1,4,8,4,0.6059165346011621
imagenet_r,m2_target,1,4,9,5,0.6053882725832013
imagenet_r,m2_target,1,5,5,0,0.38306919211441826
imagenet_r,m2_target,1,5,6,1,0.6652493235407808
imagenet_r,m2_target,1,5,7,2,0.6405102435253189
imagenet_r,m2_target,1,5,8,3,0.6397371472748358
imagenet_r,m2_target,1,5,9,4,0.603401623502126
imagenet_r,m2_target,1,6,6,0,0.329441201000834
imagenet_r,m2_target,1,6,7,1,0.6230191826522101
imagenet_r,m2_target,1,6,8,2,0.6288573811509591
imagenet_r,m2_target,1,6,9,3,0.6142618849040867
imagenet_r,m2_target,1,7,7,0,0.26796763445978106
imagenet_r,m2_target,1,7,8,1,0.5992384578772013
imagenet_r,m2_target,1,7,9,2,0.5859114707282247
imagenet_r,m2_target,1,8,8,0,0.3347808922226609
imagenet_r,m2_target,1,8,9,1,0.5921831819976313
imagenet_r,m2_target,1,9,9,0,0.25607245780156446
imagenet_r,m2_target,2,0,0,0,0.7842287694974004
imagenet_r,m2_target,2,0,1,1,0.7785961871750433
imagenet_r,m2_target,2,0,2,2,0.7616984402079723
imagenet_r,m2_target,2,0,3,3,0.7352686308492201
imagenet_r,m2_target,2,0,4,4,0.7248700173310225
imagenet_r,m2_target,2,0,5,5,0.7114384748700173
imagenet_r,m2_target,2,0,6,6,0.7001733102253033
imagenet_r,m2_target,2,0,7,7,0.688474870017331
imagenet_r,m2_target,2,0,8,8,0.6850086655112652
imagenet_r,m2_target,2,0,9,9,0.6767764298093587
imagenet_r,m2_target,2,1,1,0,0.4932754880694143
imagenet_r,m2_target,2,1,2,1,0.7266811279826464
imagenet_r,m2_target,2,1,3,2,0.7049891540130152
imagenet_r,m2_target,2,1,4,3,0.6880694143167028
imagenet_r,m2_target,2,1,5,4,0.6811279826464208
imagenet_r,m2_target,2,1,6,5,0.6568329718004339
imagenet_r,m2_target,2,1,7,6,0.6616052060737527
imagenet_r,m2_target,2,1,8,7,0.6511930585683298
imagenet_r,m2_target,2,1,9,8,0.6498915401301518
imagenet_r,m2_target,2,2,2,0,0.3984993747394748
imagenet_r,m2_target,2,2,3,1,0.7007086285952481
imagenet_r,m2_target,2,2,4,2,0.6990412671946644
imagenet_r,m2_target,2,2,5,3,0.6848686952897041
imagenet_r,m2_target,2,2,6,4,0.7015423092955398
imagenet_r,m2_target,2,2,7,5,0.6940391829929137
imagenet_r,m2_target,2,2,8,6,0.6857023759899958
imagenet_r,m2_target,2,2,9,7,0.6807002917882451
imagenet_r,m2_target,2,3,3,0,0.4383088869715272
imagenet_r,m2_target,2,3,4,1,0.6410698878343399
imagenet_r,m2_target,2,3,5,2,0.6186367558239861
imagenet_r,m2_target,2,3,6,3,0.6039689387402933
imagenet_r,m2_target,2,3,7,4,0.6251078515962036
imagenet_r,m2_target,2,3,8,5,0.6229508196721312
imagenet_r,m2_target,2,3,9,6,0.6095772217428818
imagenet_r,m2_target,2,4,4,0,0.17908496732026144
imagenet_r,m2_target,2,4,5,1,0.5328976034858388
imagenet_r,m2_target,2,4,6,2,0.510239651416122
imagenet_r,m2_target,2,4,7,3,0.5145969498910675
imagenet_r,m2_target,2,4,8,4,0.5124183006535947
imagenet_r,m2_target,2,4,9,5,0.49498910675381264
imagenet_r,m2_target,2,5,5,0,0.34670116429495473
imagenet_r,m2_target,2,5,6,1,0.6209573091849935
imagenet_r,m2_target,2,5,7,2,0.5903406640793445
imagenet_r,m2_target,2,5,8,3,0.5881845623113411
imagenet_r,m2_target,2,5,9,4,0.5748167313497197
imagenet_r,m2_target,2,6,6,0,0.4342813220599539
imagenet_r,m2_target,2,6,7,1,0.6767870868562644
imagenet_r,m2_target,2,6,8,2,0.638739431206764
imagenet_r,m2_target,2,6,9,3,0.6056879323597233
imagenet_r,m2_target,2,7,7,0,0.31947652040030794
imagenet_r,m2_target,2,7,8,1,0.6608929946112394
imagenet_r,m2_target,2,7,9,2,0.6458814472671286
imagenet_r,m2_target,2,8,8,0,0.2890378548895899
imagenet_r,m2_target,2,8,9,1,0.5477129337539433
imagenet_r,m2_target,2,9,9,0,0.2555853440571939
imagenet_r,m2_target,3,0,0,0,0.7905109489051095
imagenet_r,m2_target,3,0,1,1,0.8394160583941606
imagenet_r,m2_target,3,0,2,2,0.7908759124087591
imagenet_r,m2_target,3,0,3,3,0.7715328467153285
imagenet_r,m2_target,3,0,4,4,0.752919708029197
imagenet_r,m2_target,3,0,5,5,0.7354014598540146
imagenet_r,m2_target,3,0,6,6,0.7171532846715328
imagenet_r,m2_target,3,0,7,7,0.6927007299270073
imagenet_r,m2_target,3,0,8,8,0.6875912408759124
imagenet_r,m2_target,3,0,9,9,0.6744525547445256
imagenet_r,m2_target,3,1,1,0,0.39677266255339344
imagenet_r,m2_target,3,1,2,1,0.7745609871855719
imagenet_r,m2_target,3,1,3,2,0.7603227337446606
imagenet_r,m2_target,3,1,4,3,0.7560512577123872
imagenet_r,m2_target,3,1,5,4,0.7475083056478405
imagenet_r,m2_target,3,1,6,5,0.7437114380635975
imagenet_r,m2_target,3,1,7,6,0.7233032747982914
imagenet_r,m2_target,3,1,8,7,0.7214048410061699
imagenet_r,m2_target,3,1,9,8,0.7185571903179877
imagenet_r,m2_target,3,2,2,0,0.42585708384964893
imagenet_r,m2_target,3,2,3,1,0.6769929781082198
imagenet_r,m2_target,3,2,4,2,0.6559273027674515
imagenet_r,m2_target,3,2,5,3,0.6352746798843453
imagenet_r,m2_target,3,2,6,4,0.6406443618339529
imagenet_r,m2_target,3,2,7,5,0.6398182569186287
imagenet_r,m2_target,3,2,8,6,0.6154481619165634
imagenet_r,m2_target,3,2,9,7,0.6133828996282528
imagenet_r,m2_target,3,3,3,0,0.2971473851030111
imagenet_r,m2_target,3,3,4,1,0.6398573692551506
imagenet_r,m2_target,3,3,5,2,0.6537242472266244
imagenet_r,m2_target,3,3,6,3,0.6454041204437401
imagenet_r,m2_target,3,3,7,4,0.6291600633914421
imagenet_r,m2_target,3,3,8,5,0.6053882725832013
imagenet_r,m2_target,3,3,9,6,0.6006339144215531
imagenet_r,m2_target,3,4,4,0,0.33442354865085855
imagenet_r,m2_target,3,4,5,1,0.6402289452166803
imagenet_r,m2_target,3,4,6,2,0.6185609157808667
imagenet_r,m2_target,3,4,7,3,0.6169255928045789
imagenet_r,m2_target,3,4,8,4,0.5960752248569092
imagenet_r,m2_target,3,4,9,5,0.5629599345870809
imagenet_r,m2_target,3,5,5,0,0.34301856335754644
imagenet_r,m2_target,3,5,6,1,0.6105730427764327
imagenet_r,m2_target,3,5,7,2,0.6182405165456013
imagenet_r,m2_target,3,5,8,3,0.6170298627925747
imagenet_r,m2_target,3,5,9,4,0.6138014527845036
imagenet_r,m2_target,3,6,6,0,0.3725402504472272
imagenet_r,m2_target,3,6,7,1,0.6404293381037567
imagenet_r,m2_target,3,6,8,2,0.6350626118067979
imagenet_r,m2_target,3,6,9,3,0.610912343470483
imagenet_r,m2_target,3,7,7,0,0.3801620995754535
imagenet_r,m2_target,3,7,8,1,0.6229255113855654
imagenet_r,m2_target,3,7,9,2,0.6051717483597067
imagenet_r,m2_target,3,8,8,0,0.36787778695293144
imagenet_r,m2_target,3,8,9,1,0.6577208918249381
imagenet_r,m2_target,3,9,9,0,0.25550435227854584
imagenet_r,m2_target,4,0,0,0,0.7401852668725187
imagenet_r,m2_target,4,0,1,1,0.8014997794441994
imagenet_r,m2_target,4,0,2,2,0.7741508601676224
imagenet_r,m2_target,4,0,3,3,0.7278341420379356
imagenet_r,m2_target,4,0,4,4,0.7190119100132334
imagenet_r,m2_target,4,0,5,5,0.7190119100132334
imagenet_r,m2_target,4,0,6,6,0.7181296868107632
imagenet_r,m2_target,4,0,7,7,0.6951918835465373
imagenet_r,m2_target,4,0,8,8,0.690339655932951
imagenet_r,m2_target,4,0,9,9,0.6876929863255403
imagenet_r,m2_target,4,1,1,0,0.5538759689922481
imagenet_r,m2_target,4,1,2,1,0.7616279069767442
imagenet_r,m2_target,4,1,3,2,0.748062015503876
imagenet_r,m2_target,4,1,4,3,0.7430232558139535
imagenet_r,m2_target,4,1,5,4,0.7031007751937984
imagenet_r,m2_target,4,1,6,5,0.7003875968992248
imagenet_r,m2_target,4,1,7,6,0.686046511627907
imagenet_r,m2_target,4,1,8,7,0.6732558139534883
imagenet_r,m2_target,4,1,9,8,0.6755813953488372
imagenet_r,m2_target,4,2,2,0,0.32122784262862086
imagenet_r,m2_target,4,2,3,1,0.6593169044530912
imagenet_r,m2_target,4,2,4,2,0.6843925637699957
imagenet_r,m2_target,4,2,5,3,0.6476437527021185
imagenet_r,m2_target,4,2,6,4,0.6701253782965845
imagenet_r,m2_target,4,2,7,5,0.6584522265456118
imagenet_r,m2_target,4,2,8,6,0.6523994811932555
imagenet_r,m2_target,4,2,9,7,0.6541288370082144
imagenet_r,m2_target,4,3,3,0,0.3754925137903861
imagenet_r,m2_target,4,3,4,1,0.6773049645390071
imagenet_r,m2_target,4,3,5,2,0.6509062253743105
imagenet_r,m2_target,4,3,6,3,0.6457840819542947
imagenet_r,m2_target,4,3,7,4,0.6386918833727344
imagenet_r,m2_target,4,3,8,5,0.6371158392434988
imagenet_r,m2_target,4,3,9,6,0.6339637509850276
imagenet_r,m2_target,4,4,4,0,0.366885784716516
imagenet_r,m2_target,4,4,5,1,0.5751848808545604
imagenet_r,m2_target,4,4,6,2,0.5879211175020542
imagenet_r,m2_target,4,4,7,3,0.5739523418241578
imagenet_r,m2_target,4,4,8,4,0.5772391125718981
imagenet_r,m2_target,4,4,9,5,0.5509449465899754
imagenet_r,m2_target,4,5,5,0,0.29838709677419356
imagenet_r,m2_target,4,5,6,1,0.6039426523297491
imagenet_r,m2_target,4,5,7,2,0.610663082437276
imagenet_r,m2_target,4,5,8,3,0.6048387096774194
imagenet_r,m2_target,4,5,9,4,0.5922939068100358
imagenet_r,m2_target,4,6,6,0,0.2567963195315767
imagenet_r,m2_target,4,6,7,1,0.5700543705562526
imagenet_r,m2_target,4,6,8,2,0.5135926390631534
imagenet_r,m2_target,4,6,9,3,0.4889167712254287
imagenet_r,m2_target,4,7,7,0,0.37254901960784315
imagenet_r,m2_target,4,7,8,1,0.6479708162334701
imagenet_r,m2_target,4,7,9,2,0.6580027359781122
imagenet_r,m2_target,4,8,8,0,0.34687111479486116
imagenet_r,m2_target,4,8,9,1,0.613344384583506
imagenet_r,m2_target,4,9,9,0,0.33476730543605787
imagenet_r,m3_fot,0,0,0,0,0.7876949740034662
imagenet_r,m3_fot,0,0,1,1,0.5810225303292894
imagenet_r,m3_fot,0,0,2,2,0.5654246100519931
imagenet_r,m3_fot,0,0,3,3,0.5342287694974004
imagenet_r,m3_fot,0,0,4,4,0.48570190641247835
imagenet_r,m3_fot,0,0,5,5,0.5082322357019065
imagenet_r,m3_fot,0,0,6,6,0.5272963604852686
imagenet_r,m3_fot,0,0,7,7,0.5069324090121318
imagenet_r,m3_fot,0,0,8,8,0.5051993067590987
imagenet_r,m3_fot,0,0,9,9,0.5025996533795494
imagenet_r,m3_fot,0,1,1,0,0.6814908936891148
imagenet_r,m3_fot,0,1,2,1,0.4362558238034731
imagenet_r,m3_fot,0,1,3,2,0.37950021177467175
imagenet_r,m3_fot,0,1,4,3,0.38246505717916135
imagenet_r,m3_fot,0,1,5,4,0.40533672172808133
imagenet_r,m3_fot,0,1,6,5,0.45743329097839897
imagenet_r,m3_fot,0,1,7,6,0.4531977975434138
imagenet_r,m3_fot,0,1,8,7,0.4692926725963575
imagenet_r,m3_fot,0,1,9,8,0.4557390936044049
imagenet_r,m3_fot,0,2,2,0,0.7138488422892093
imagenet_r,m3_fot,0,2,3,1,0.45172564438619484
imagenet_r,m3_fot,0,2,4,2,0.43556138051550897
imagenet_r,m3_fot,0,2,5,3,0.45565749235474007
imagenet_r,m3_fot,0,2,6,4,0.472258628221931
imagenet_r,m3_fot,0,2,7,5,0.4346876365224989
imagenet_r,m3_fot,0,2,8,6,0.4783748361730013
imagenet_r,m3_fot,0,2,9,7,0.4521625163826999
imagenet_r,m3_fot,0,3,3,0,0.8046413502109705
imagenet_r,m3_fot,0,3,4,1,0.4620253164556962
imagenet_r,m3_fot,0,3,5,2,0.47890295358649787
imagenet_r,m3_fot,0,3,6,3,0.5358649789029536
imagenet_r,m3_fot,0,3,7,4,0.5421940928270043
imagenet_r,m3_fot,0,3,8,5,0.5582278481012658
imagenet_r,m3_fot,0,3,9,6,0.5358649789029536
imagenet_r,m3_fot,0,4,4,0,0.7443670626792298
imagenet_r,m3_fot,0,4,5,1,0.46292503072511265
imagenet_r,m3_fot,0,4,6,2,0.5018435067595248
imagenet_r,m3_fot,0,4,7,3,0.46661204424416225
imagenet_r,m3_fot,0,4,8,4,0.4842277755018435
imagenet_r,m3_fot,0,4,9,5,0.4379352724293322
imagenet_r,m3_fot,0,5,5,0,0.7695635076681085
imagenet_r,m3_fot,0,5,6,1,0.5363743609909556
imagenet_r,m3_fot,0,5,7,2,0.522611089264648
imagenet_r,m3_fot,0,5,8,3,0.5363743609909556
imagenet_r,m3_fot,0,5,9,4,0.5088478175383405
imagenet_r,m3_fot,0,6,6,0,0.8005977796754911
imagenet_r,m3_fot,0,6,7,1,0.5866780529461998
imagenet_r,m3_fot,0,6,8,2,0.5956447480785654
imagenet_r,m3_fot,0,6,9,3,0.5520922288642186
imagenet_r,m3_fot,0,7,7,0,0.7847472924187726
imagenet_r,m3_fot,0,7,8,1,0.4887184115523466
imagenet_r,m3_fot,0,7,9,2,0.47157039711191334
imagenet_r,m3_fot,0,8,8,0,0.7125550660792952
imagenet_r,m3_fot,0,8,9,1,0.4093245227606461
imagenet_r,m3_fot,0,9,9,0,0.7633390705679862
imagenet_r,m3_fot,1,0,0,0,0.7608131487889274
imagenet_r,m3_fot,1,0,1,1,0.5376297577854672
imagenet_r,m3_fot,1,0,2,2,0.5449826989619377
imagenet_r,m3_fot,1,0,3,3,0.5220588235294118
imagenet_r,m3_fot,1,0,4,4,0.48226643598615915
imagenet_r,m3_fot,1,0,5,5,0.47231833910034604
imagenet_r,m3_fot,1,0,6,6,0.4757785467128028
imagenet_r,m3_fot,1,0,7,7,0.4801038062283737
imagenet_r,m3_fot,1,0,8,8,0.46756055363321797
imagenet_r,m3_fot,1,0,9,9,0.4312283737024221
imagenet_r,m3_fot,1,1,1,0,0.6735894773277951
imagenet_r,m3_fot,1,1,2,1,0.5908618899273105
imagenet_r,m3_fot,1,1,3,2,0.5195569401176878
imagenet_r,m3_fot,1,1,4,3,0.47594323295257873
imagenet_r,m3_fot,1,1,5,4,0.4800969193492558
imagenet_r,m3_fot,1,1,6,5,0.46002076843198336
imagenet_r,m3_fot,1,1,7,6,0.4714434060228453
imagenet_r,m3_fot,1,1,8,7,0.44929041190723434
imagenet_r,m3_fot,1,1,9,8,0.4035998615437868
imagenet_r,m3_fot,1,2,2,0,0.741674595623216
imagenet_r,m3_fot,1,2,3,1,0.5642245480494766
imagenet_r,m3_fot,1,2,4,2,0.483349191246432
imagenet_r,m3_fot,1,2,5,3,0.49571836346336823
imagenet_r,m3_fot,1,2,6,4,0.4961941008563273
imagenet_r,m3_fot,1,2,7,5,0.5499524262607041
imagenet_r,m3_fot,1,2,8,6,0.5161750713606089
imagenet_r,m3_fot,1,2,9,7,0.5009514747859182
imagenet_r,m3_fot,1,3,3,0,0.7606581899775617
imagenet_r,m3_fot,1,3,4,1,0.518324607329843
imagenet_r,m3_fot,1,3,5,2,0.5478683620044876
imagenet_r,m3_fot,1,3,6,3,0.5291697830964847
imagenet_r,m3_fot,1,3,7,4,0.5856394913986537
imagenet_r,m3_fot,1,3,8,5,0.5433807030665669
imagenet_r,m3_fot,1,3,9,6,0.5093492894540015
