dataset,method,seed,task_k,task_T,elapsed,acc
cub200,m0_fedavg,0,0,0,0,0.85
cub200,m0_fedavg,0,0,1,1,0.702
cub200,m0_fedavg,0,0,2,2,0.538
cub200,m0_fedavg,0,0,3,3,0.49
cub200,m0_fedavg,0,0,4,4,0.446
cub200,m0_fedavg,0,0,5,5,0.444
cub200,m0_fedavg,0,0,6,6,0.448
cub200,m0_fedavg,0,0,7,7,0.494
cub200,m0_fedavg,0,0,8,8,0.478
cub200,m0_fedavg,0,0,9,9,0.426
cub200,m0_fedavg,0,1,1,0,0.8393574297188755
cub200,m0_fedavg,0,1,2,1,0.6526104417670683
cub200,m0_fedavg,0,1,3,2,0.5903614457831325
cub200,m0_fedavg,0,1,4,3,0.5
cub200,m0_fedavg,0,1,5,4,0.4397590361445783
cub200,m0_fedavg,0,1,6,5,0.19477911646586346
cub200,m0_fedavg,0,1,7,6,0.28714859437751006
cub200,m0_fedavg,0,1,8,7,0.2891566265060241
cub200,m0_fedavg,0,1,9,8,0.3293172690763052
cub200,m0_fedavg,0,2,2,0,0.814
cub200,m0_fedavg,0,2,3,1,0.656
cub200,m0_fedavg,0,2,4,2,0.64
cub200,m0_fedavg,0,2,5,3,0.466
cub200,m0_fedavg,0,2,6,4,0.366
cub200,m0_fedavg,0,2,7,5,0.322
cub200,m0_fedavg,0,2,8,6,0.356
cub200,m0_fedavg,0,2,9,7,0.274
cub200,m0_fedavg,0,3,3,0,0.888
cub200,m0_fedavg,0,3,4,1,0.376
cub200,m0_fedavg,0,3,5,2,0.236
cub200,m0_fedavg,0,3,6,3,0.244
cub200,m0_fedavg,0,3,7,4,0.28
cub200,m0_fedavg,0,3,8,5,0.3
cub200,m0_fedavg,0,3,9,6,0.198
cub200,m0_fedavg,0,4,4,0,0.892
cub200,m0_fedavg,0,4,5,1,0.488
cub200,m0_fedavg,0,4,6,2,0.434
cub200,m0_fedavg,0,4,7,3,0.454
cub200,m0_fedavg,0,4,8,4,0.462
cub200,m0_fedavg,0,4,9,5,0.386
cub200,m0_fedavg,0,5,5,0,0.9258517034068137
cub200,m0_fedavg,0,5,6,1,0.4408817635270541
cub200,m0_fedavg,0,5,7,2,0.46092184368737477
cub200,m0_fedavg,0,5,8,3,0.4348697394789579
cub200,m0_fedavg,0,5,9,4,0.3787575150300601
cub200,m0_fedavg,0,6,6,0,0.9458917835671342
cub200,m0_fedavg,0,6,7,1,0.7334669338677354
cub200,m0_fedavg,0,6,8,2,0.6092184368737475
cub200,m0_fedavg,0,6,9,3,0.5871743486973948
cub200,m0_fedavg,0,7,7,0,0.826
cub200,m0_fedavg,0,7,8,1,0.566
cub200,m0_fedavg,0,7,9,2,0.482
cub200,m0_fedavg,0,8,8,0,0.916
cub200,m0_fedavg,0,8,9,1,0.6
cub200,m0_fedavg,0,9,9,0,0.9076305220883534
cub200,m0_fedavg,1,0,0,0,0.9458917835671342
cub200,m0_fedavg,1,0,1,1,0.7274549098196392
cub200,m0_fedavg,1,0,2,2,0.5070140280561122
cub200,m0_fedavg,1,0,3,3,0.501002004008016
cub200,m0_fedavg,1,0,4,4,0.4649298597194389
cub200,m0_fedavg,1,0,5,5,0.3527054108216433
cub200,m0_fedavg,1,0,6,6,0.2725450901803607
cub200,m0_fedavg,1,0,7,7,0.22845691382765532
cub200,m0_fedavg,1,0,8,8,0.27655310621242485
cub200,m0_fedavg,1,0,9,9,0.24048096192384769
cub200,m0_fedavg,1,1,1,0,0.938
cub200,m0_fedavg,1,1,2,1,0.734
cub200,m0_fedavg,1,1,3,2,0.746
cub200,m0_fedavg,1,1,4,3,0.57
cub200,m0_fedavg,1,1,5,4,0.522
cub200,m0_fedavg,1,1,6,5,0.418
cub200,m0_fedavg,1,1,7,6,0.45
cub200,m0_fedavg,1,1,8,7,0.428
cub200,m0_fedavg,1,1,9,8,0.424
cub200,m0_fedavg,1,2,2,0,0.8514056224899599
cub200,m0_fedavg,1,2,3,1,0.6004016064257028
cub200,m0_fedavg,1,2,4,2,0.38353413654618473
cub200,m0_fedavg,1,2,5,3,0.3514056224899598
cub200,m0_fedavg,1,2,6,4,0.3614457831325301
cub200,m0_fedavg,1,2,7,5,0.3373493975903614
cub200,m0_fedavg,1,2,8,6,0.37751004016064255
cub200,m0_fedavg,1,2,9,7,0.3232931726907631
cub200,m0_fedavg,1,3,3,0,0.9138276553106213
cub200,m0_fedavg,1,3,4,1,0.593186372745491
cub200,m0_fedavg,1,3,5,2,0.5190380761523046
cub200,m0_fedavg,1,3,6,3,0.40681362725450904
cub200,m0_fedavg,1,3,7,4,0.3627254509018036
cub200,m0_fedavg,1,3,8,5,0.3026052104208417
cub200,m0_fedavg,1,3,9,6,0.28256513026052105
cub200,m0_fedavg,1,4,4,0,0.892
cub200,m0_fedavg,1,4,5,1,0.75
cub200,m0_fedavg,1,4,6,2,0.572
cub200,m0_fedavg,1,4,7,3,0.472
cub200,m0_fedavg,1,4,8,4,0.462
cub200,m0_fedavg,1,4,9,5,0.416
cub200,m0_fedavg,1,5,5,0,0.95
cub200,m0_fedavg,1,5,6,1,0.718
cub200,m0_fedavg,1,5,7,2,0.668
cub200,m0_fedavg,1,5,8,3,0.702
cub200,m0_fedavg,1,5,9,4,0.672
cub200,m0_fedavg,1,6,6,0,0.926
cub200,m0_fedavg,1,6,7,1,0.53
cub200,m0_fedavg,1,6,8,2,0.398
cub200,m0_fedavg,1,6,9,3,0.386
cub200,m0_fedavg,1,7,7,0,0.9178356713426854
cub200,m0_fedavg,1,7,8,1,0.6292585170340681
cub200,m0_fedavg,1,7,9,2,0.49899799599198397
cub200,m0_fedavg,1,8,8,0,0.9659318637274549
cub200,m0_fedavg,1,8,9,1,0.4909819639278557
cub200,m0_fedavg,1,9,9,0,0.952
cub200,m0_fedavg,2,0,0,0,0.938
cub200,m0_fedavg,2,0,1,1,0.658
cub200,m0_fedavg,2,0,2,2,0.634
cub200,m0_fedavg,2,0,3,3,0.532
cub200,m0_fedavg,2,0,4,4,0.45
cub200,m0_fedavg,2,0,5,5,0.41
cub200,m0_fedavg,2,0,6,6,0.458
cub200,m0_fedavg,2,0,7,7,0.268
cub200,m0_fedavg,2,0,8,8,0.306
cub200,m0_fedavg,2,0,9,9,0.236
cub200,m0_fedavg,2,1,1,0,0.934
cub200,m0_fedavg,2,1,2,1,0.608
cub200,m0_fedavg,2,1,3,2,0.57
cub200,m0_fedavg,2,1,4,3,0.45
cub200,m0_fedavg,2,1,5,4,0.456
cub200,m0_fedavg,2,1,6,5,0.442
cub200,m0_fedavg,2,1,7,6,0.362
cub200,m0_fedavg,2,1,8,7,0.368
cub200,m0_fedavg,2,1,9,8,0.256
cub200,m0_fedavg,2,2,2,0,0.896
cub200,m0_fedavg,2,2,3,1,0.392
cub200,m0_fedavg,2,2,4,2,0.342
cub200,m0_fedavg,2,2,5,3,0.188
cub200,m0_fedavg,2,2,6,4,0.32
cub200,m0_fedavg,2,2,7,5,0.248
cub200,m0_fedavg,2,2,8,6,0.204
cub200,m0_fedavg,2,2,9,7,0.216
cub200,m0_fedavg,2,3,3,0,0.8993963782696177
cub200,m0_fedavg,2,3,4,1,0.641851106639839
cub200,m0_fedavg,2,3,5,2,0.42052313883299797
cub200,m0_fedavg,2,3,6,3,0.35412474849094566
cub200,m0_fedavg,2,3,7,4,0.289738430583501
cub200,m0_fedavg,2,3,8,5,0.2977867203219316
cub200,m0_fedavg,2,3,9,6,0.23541247484909456
cub200,m0_fedavg,2,4,4,0,0.86
cub200,m0_fedavg,2,4,5,1,0.504
cub200,m0_fedavg,2,4,6,2,0.484
cub200,m0_fedavg,2,4,7,3,0.4
cub200,m0_fedavg,2,4,8,4,0.346
cub200,m0_fedavg,2,4,9,5,0.236
cub200,m0_fedavg,2,5,5,0,0.906
cub200,m0_fedavg,2,5,6,1,0.756
cub200,m0_fedavg,2,5,7,2,0.494
cub200,m0_fedavg,2,5,8,3,0.494
cub200,m0_fedavg,2,5,9,4,0.376
cub200,m0_fedavg,2,6,6,0,0.916
cub200,m0_fedavg,2,6,7,1,0.766
cub200,m0_fedavg,2,6,8,2,0.64
cub200,m0_fedavg,2,6,9,3,0.492
cub200,m0_fedavg,2,7,7,0,0.9338677354709419
cub200,m0_fedavg,2,7,8,1,0.3687374749498998
cub200,m0_fedavg,2,7,9,2,0.20841683366733466
cub200,m0_fedavg,2,8,8,0,0.8897795591182365
cub200,m0_fedavg,2,8,9,1,0.5531062124248497
cub200,m0_fedavg,2,9,9,0,0.7895791583166333
cub200,m0_fedavg,3,0,0,0,0.892
cub200,m0_fedavg,3,0,1,1,0.672
cub200,m0_fedavg,3,0,2,2,0.532
cub200,m0_fedavg,3,0,3,3,0.486
cub200,m0_fedavg,3,0,4,4,0.366
cub200,m0_fedavg,3,0,5,5,0.264
cub200,m0_fedavg,3,0,6,6,0.342
cub200,m0_fedavg,3,0,7,7,0.256
cub200,m0_fedavg,3,0,8,8,0.16
cub200,m0_fedavg,3,0,9,9,0.122
cub200,m0_fedavg,3,1,1,0,0.882
cub200,m0_fedavg,3,1,2,1,0.568
cub200,m0_fedavg,3,1,3,2,0.51
cub200,m0_fedavg,3,1,4,3,0.428
cub200,m0_fedavg,3,1,5,4,0.38
cub200,m0_fedavg,3,1,6,5,0.394
cub200,m0_fedavg,3,1,7,6,0.454
cub200,m0_fedavg,3,1,8,7,0.352
cub200,m0_fedavg,3,1,9,8,0.212
cub200,m0_fedavg,3,2,2,0,0.9539078156312625
cub200,m0_fedavg,3,2,3,1,0.593186372745491
cub200,m0_fedavg,3,2,4,2,0.3346693386773547
cub200,m0_fedavg,3,2,5,3,0.42084168336673344
cub200,m0_fedavg,3,2,6,4,0.43286573146292584
cub200,m0_fedavg,3,2,7,5,0.30060120240480964
cub200,m0_fedavg,3,2,8,6,0.24048096192384769
cub200,m0_fedavg,3,2,9,7,0.19839679358717435
cub200,m0_fedavg,3,3,3,0,0.9598393574297188
cub200,m0_fedavg,3,3,4,1,0.606425702811245
cub200,m0_fedavg,3,3,5,2,0.5903614457831325
cub200,m0_fedavg,3,3,6,3,0.43172690763052207
cub200,m0_fedavg,3,3,7,4,0.3493975903614458
cub200,m0_fedavg,3,3,8,5,0.21084337349397592
cub200,m0_fedavg,3,3,9,6,0.25903614457831325
cub200,m0_fedavg,3,4,4,0,0.87
cub200,m0_fedavg,3,4,5,1,0.538
cub200,m0_fedavg,3,4,6,2,0.584
cub200,m0_fedavg,3,4,7,3,0.47
cub200,m0_fedavg,3,4,8,4,0.334
cub200,m0_fedavg,3,4,9,5,0.33
cub200,m0_fedavg,3,5,5,0,0.97
cub200,m0_fedavg,3,5,6,1,0.67
cub200,m0_fedavg,3,5,7,2,0.556
cub200,m0_fedavg,3,5,8,3,0.4
cub200,m0_fedavg,3,5,9,4,0.4
cub200,m0_fedavg,3,6,6,0,0.9278557114228457
cub200,m0_fedavg,3,6,7,1,0.591182364729459
cub200,m0_fedavg,3,6,8,2,0.5831663326653307
cub200,m0_fedavg,3,6,9,3,0.5190380761523046
cub200,m0_fedavg,3,7,7,0,0.88
cub200,m0_fedavg,3,7,8,1,0.672
cub200,m0_fedavg,3,7,9,2,0.57
cub200,m0_fedavg,3,8,8,0,0.9458917835671342
cub200,m0_fedavg,3,8,9,1,0.5891783567134269
cub200,m0_fedavg,3,9,9,0,0.811623246492986
cub200,m0_fedavg,4,0,0,0,0.918
cub200,m0_fedavg,4,0,1,1,0.466
cub200,m0_fedavg,4,0,2,2,0.406
cub200,m0_fedavg,4,0,3,3,0.308
cub200,m0_fedavg,4,0,4,4,0.284
cub200,m0_fedavg,4,0,5,5,0.238
cub200,m0_fedavg,4,0,6,6,0.27
cub200,m0_fedavg,4,0,7,7,0.298
cub200,m0_fedavg,4,0,8,8,0.232
cub200,m0_fedavg,4,0,9,9,0.216
cub200,m0_fedavg,4,1,1,0,0.968
cub200,m0_fedavg,4,1,2,1,0.606
cub200,m0_fedavg,4,1,3,2,0.46
cub200,m0_fedavg,4,1,4,3,0.334
cub200,m0_fedavg,4,1,5,4,0.236
cub200,m0_fedavg,4,1,6,5,0.246
cub200,m0_fedavg,4,1,7,6,0.266
cub200,m0_fedavg,4,1,8,7,0.258
cub200,m0_fedavg,4,1,9,8,0.186
cub200,m0_fedavg,4,2,2,0,0.914
cub200,m0_fedavg,4,2,3,1,0.542
cub200,m0_fedavg,4,2,4,2,0.464
cub200,m0_fedavg,4,2,5,3,0.328
cub200,m0_fedavg,4,2,6,4,0.434
cub200,m0_fedavg,4,2,7,5,0.406
cub200,m0_fedavg,4,2,8,6,0.408
cub200,m0_fedavg,4,2,9,7,0.282
cub200,m0_fedavg,4,3,3,0,0.9659318637274549
cub200,m0_fedavg,4,3,4,1,0.6533066132264529
cub200,m0_fedavg,4,3,5,2,0.3907815631262525
cub200,m0_fedavg,4,3,6,3,0.36072144288577157
cub200,m0_fedavg,4,3,7,4,0.3967935871743487
cub200,m0_fedavg,4,3,8,5,0.3807615230460922
cub200,m0_fedavg,4,3,9,6,0.35070140280561124
cub200,m0_fedavg,4,4,4,0,0.854
cub200,m0_fedavg,4,4,5,1,0.53
cub200,m0_fedavg,4,4,6,2,0.466
cub200,m0_fedavg,4,4,7,3,0.44
cub200,m0_fedavg,4,4,8,4,0.332
cub200,m0_fedavg,4,4,9,5,0.28
cub200,m0_fedavg,4,5,5,0,0.9317269076305221
cub200,m0_fedavg,4,5,6,1,0.7670682730923695
cub200,m0_fedavg,4,5,7,2,0.6345381526104418
cub200,m0_fedavg,4,5,8,3,0.5020080321285141
cub200,m0_fedavg,4,5,9,4,0.3755020080321285
cub200,m0_fedavg,4,6,6,0,0.93
cub200,m0_fedavg,4,6,7,1,0.552
cub200,m0_fedavg,4,6,8,2,0.538
cub200,m0_fedavg,4,6,9,3,0.354
cub200,m0_fedavg,4,7,7,0,0.9759036144578314
cub200,m0_fedavg,4,7,8,1,0.6244979919678715
cub200,m0_fedavg,4,7,9,2,0.3815261044176707
cub200,m0_fedavg,4,8,8,0,0.958
cub200,m0_fedavg,4,8,9,1,0.7
cub200,m0_fedavg,4,9,9,0,0.9579158316633266
cub200,m1_glfc,0,0,0,0,0.85
cub200,m1_glfc,0,0,1,1,0.954
cub200,m1_glfc,0,0,2,2,0.978
cub200,m1_glfc,0,0,3,3,0.98
cub200,m1_glfc,0,0,4,4,0.976
cub200,m1_glfc,0,0,5,5,0.966
cub200,m1_glfc,0,0,6,6,0.956
cub200,m1_glfc,0,0,7,7,0.954
cub200,m1_glfc,0,0,8,8,0.95
cub200,m1_glfc,0,0,9,9,0.936
cub200,m1_glfc,0,1,1,0,0.25301204819277107
cub200,m1_glfc,0,1,2,1,0.6807228915662651
cub200,m1_glfc,0,1,3,2,0.7570281124497992
cub200,m1_glfc,0,1,4,3,0.7951807228915663
cub200,m1_glfc,0,1,5,4,0.7710843373493976
cub200,m1_glfc,0,1,6,5,0.7690763052208835
cub200,m1_glfc,0,1,7,6,0.7730923694779116
cub200,m1_glfc,0,1,8,7,0.7690763052208835
cub200,m1_glfc,0,1,9,8,0.7670682730923695
cub200,m1_glfc,0,2,2,0,0.12
cub200,m1_glfc,0,2,3,1,0.504
cub200,m1_glfc,0,2,4,2,0.68
cub200,m1_glfc,0,2,5,3,0.72
cub200,m1_glfc,0,2,6,4,0.718
cub200,m1_glfc,0,2,7,5,0.714
cub200,m1_glfc,0,2,8,6,0.752
cub200,m1_glfc,0,2,9,7,0.762
cub200,m1_glfc,0,3,3,0,0.014
cub200,m1_glfc,0,3,4,1,0.586
cub200,m1_glfc,0,3,5,2,0.7
cub200,m1_glfc,0,3,6,3,0.712
cub200,m1_glfc,0,3,7,4,0.72
cub200,m1_glfc,0,3,8,5,0.74
cub200,m1_glfc,0,3,9,6,0.76
cub200,m1_glfc,0,4,4,0,0.09
cub200,m1_glfc,0,4,5,1,0.468
cub200,m1_glfc,0,4,6,2,0.562
cub200,m1_glfc,0,4,7,3,0.614
cub200,m1_glfc,0,4,8,4,0.682
cub200,m1_glfc,0,4,9,5,0.682
cub200,m1_glfc,0,5,5,0,0.036072144288577156
cub200,m1_glfc,0,5,6,1,0.2785571142284569
cub200,m1_glfc,0,5,7,2,0.35470941883767537
cub200,m1_glfc,0,5,8,3,0.42685370741482964
cub200,m1_glfc,0,5,9,4,0.4709418837675351
cub200,m1_glfc,0,6,6,0,0.0
cub200,m1_glfc,0,6,7,1,0.18837675350701402
cub200,m1_glfc,0,6,8,2,0.3026052104208417
cub200,m1_glfc,0,6,9,3,0.3787575150300601
cub200,m1_glfc,0,7,7,0,0.022
cub200,m1_glfc,0,7,8,1,0.276
cub200,m1_glfc,0,7,9,2,0.362
cub200,m1_glfc,0,8,8,0,0.0
cub200,m1_glfc,0,8,9,1,0.17
cub200,m1_glfc,0,9,9,0,0.0
cub200,m1_glfc,1,0,0,0,0.9458917835671342
cub200,m1_glfc,1,0,1,1,0.9418837675350702
cub200,m1_glfc,1,0,2,2,0.9478957915831663
cub200,m1_glfc,1,0,3,3,0.9679358717434869
cub200,m1_glfc,1,0,4,4,0.9639278557114228
cub200,m1_glfc,1,0,5,5,0.9418837675350702
cub200,m1_glfc,1,0,6,6,0.935871743486974
cub200,m1_glfc,1,0,7,7,0.9278557114228457
cub200,m1_glfc,1,0,8,8,0.9218436873747495
cub200,m1_glfc,1,0,9,9,0.9198396793587175
cub200,m1_glfc,1,1,1,0,0.11
cub200,m1_glfc,1,1,2,1,0.64
cub200,m1_glfc,1,1,3,2,0.77
cub200,m1_glfc,1,1,4,3,0.824
cub200,m1_glfc,1,1,5,4,0.882
cub200,m1_glfc,1,1,6,5,0.88
cub200,m1_glfc,1,1,7,6,0.868
cub200,m1_glfc,1,1,8,7,0.874
cub200,m1_glfc,1,1,9,8,0.876
cub200,m1_glfc,1,2,2,0,0.028112449799196786
cub200,m1_glfc,1,2,3,1,0.4357429718875502
cub200,m1_glfc,1,2,4,2,0.5120481927710844
cub200,m1_glfc,1,2,5,3,0.5923694779116466
cub200,m1_glfc,1,2,6,4,0.5923694779116466
cub200,m1_glfc,1,2,7,5,0.6164658634538153
cub200,m1_glfc,1,2,8,6,0.6144578313253012
cub200,m1_glfc,1,2,9,7,0.606425702811245
cub200,m1_glfc,1,3,3,0,0.14228456913827656
cub200,m1_glfc,1,3,4,1,0.48897795591182364
cub200,m1_glfc,1,3,5,2,0.6232464929859719
cub200,m1_glfc,1,3,6,3,0.6913827655310621
cub200,m1_glfc,1,3,7,4,0.7615230460921844
cub200,m1_glfc,1,3,8,5,0.7755511022044088
cub200,m1_glfc,1,3,9,6,0.7835671342685371
cub200,m1_glfc,1,4,4,0,0.054
cub200,m1_glfc,1,4,5,1,0.406
cub200,m1_glfc,1,4,6,2,0.506
cub200,m1_glfc,1,4,7,3,0.56
cub200,m1_glfc,1,4,8,4,0.568
cub200,m1_glfc,1,4,9,5,0.584
cub200,m1_glfc,1,5,5,0,0.024
cub200,m1_glfc,1,5,6,1,0.268
cub200,m1_glfc,1,5,7,2,0.442
cub200,m1_glfc,1,5,8,3,0.506
cub200,m1_glfc,1,5,9,4,0.52
cub200,m1_glfc,1,6,6,0,0.002
cub200,m1_glfc,1,6,7,1,0.236
cub200,m1_glfc,1,6,8,2,0.376
cub200,m1_glfc,1,6,9,3,0.432
cub200,m1_glfc,1,7,7,0,0.0
cub200,m1_glfc,1,7,8,1,0.18837675350701402
cub200,m1_glfc,1,7,9,2,0.2865731462925852
cub200,m1_glfc,1,8,8,0,0.008016032064128256
cub200,m1_glfc,1,8,9,1,0.3226452905811623
cub200,m1_glfc,1,9,9,0,0.0
cub200,m1_glfc,2,0,0,0,0.938
cub200,m1_glfc,2,0,1,1,0.916
cub200,m1_glfc,2,0,2,2,0.874
cub200,m1_glfc,2,0,3,3,0.868
cub200,m1_glfc,2,0,4,4,0.878
cub200,m1_glfc,2,0,5,5,0.882
cub200,m1_glfc,2,0,6,6,0.888
cub200,m1_glfc,2,0,7,7,0.884
cub200,m1_glfc,2,0,8,8,0.902
cub200,m1_glfc,2,0,9,9,0.9
cub200,m1_glfc,2,1,1,0,0.088
cub200,m1_glfc,2,1,2,1,0.538
cub200,m1_glfc,2,1,3,2,0.63
cub200,m1_glfc,2,1,4,3,0.63
cub200,m1_glfc,2,1,5,4,0.628
cub200,m1_glfc,2,1,6,5,0.644
cub200,m1_glfc,2,1,7,6,0.636
cub200,m1_glfc,2,1,8,7,0.642
cub200,m1_glfc,2,1,9,8,0.636
cub200,m1_glfc,2,2,2,0,0.102
cub200,m1_glfc,2,2,3,1,0.382
cub200,m1_glfc,2,2,4,2,0.516
cub200,m1_glfc,2,2,5,3,0.536
cub200,m1_glfc,2,2,6,4,0.568
cub200,m1_glfc,2,2,7,5,0.584
cub200,m1_glfc,2,2,8,6,0.582
cub200,m1_glfc,2,2,9,7,0.586
cub200,m1_glfc,2,3,3,0,0.04024144869215292
cub200,m1_glfc,2,3,4,1,0.2193158953722334
cub200,m1_glfc,2,3,5,2,0.2716297786720322
cub200,m1_glfc,2,3,6,3,0.3782696177062374
cub200,m1_glfc,2,3,7,4,0.44064386317907445
cub200,m1_glfc,2,3,8,5,0.4708249496981891
cub200,m1_glfc,2,3,9,6,0.47283702213279677
cub200,m1_glfc,2,4,4,0,0.03
cub200,m1_glfc,2,4,5,1,0.328
cub200,m1_glfc,2,4,6,2,0.5
cub200,m1_glfc,2,4,7,3,0.588
cub200,m1_glfc,2,4,8,4,0.604
cub200,m1_glfc,2,4,9,5,0.684
cub200,m1_glfc,2,5,5,0,0.008
cub200,m1_glfc,2,5,6,1,0.366
cub200,m1_glfc,2,5,7,2,0.554
cub200,m1_glfc,2,5,8,3,0.576
cub200,m1_glfc,2,5,9,4,0.64
cub200,m1_glfc,2,6,6,0,0.042
cub200,m1_glfc,2,6,7,1,0.296
cub200,m1_glfc,2,6,8,2,0.406
cub200,m1_glfc,2,6,9,3,0.47
cub200,m1_glfc,2,7,7,0,0.002004008016032064
cub200,m1_glfc,2,7,8,1,0.1683366733466934
cub200,m1_glfc,2,7,9,2,0.2905811623246493
cub200,m1_glfc,2,8,8,0,0.0
cub200,m1_glfc,2,8,9,1,0.20040080160320642
cub200,m1_glfc,2,9,9,0,0.0
cub200,m1_glfc,3,0,0,0,0.892
cub200,m1_glfc,3,0,1,1,0.93
cub200,m1_glfc,3,0,2,2,0.93
cub200,m1_glfc,3,0,3,3,0.924
cub200,m1_glfc,3,0,4,4,0.934
cub200,m1_glfc,3,0,5,5,0.908
cub200,m1_glfc,3,0,6,6,0.896
cub200,m1_glfc,3,0,7,7,0.902
cub200,m1_glfc,3,0,8,8,0.902
cub200,m1_glfc,3,0,9,9,0.89
cub200,m1_glfc,3,1,1,0,0.214
cub200,m1_glfc,3,1,2,1,0.66
cub200,m1_glfc,3,1,3,2,0.74
cub200,m1_glfc,3,1,4,3,0.814
cub200,m1_glfc,3,1,5,4,0.856
cub200,m1_glfc,3,1,6,5,0.87
cub200,m1_glfc,3,1,7,6,0.874
cub200,m1_glfc,3,1,8,7,0.86
cub200,m1_glfc,3,1,9,8,0.858
cub200,m1_glfc,3,2,2,0,0.08216432865731463
cub200,m1_glfc,3,2,3,1,0.3867735470941884
cub200,m1_glfc,3,2,4,2,0.5811623246492986
cub200,m1_glfc,3,2,5,3,0.7114228456913828
cub200,m1_glfc,3,2,6,4,0.7434869739478958
cub200,m1_glfc,3,2,7,5,0.7635270541082164
cub200,m1_glfc,3,2,8,6,0.779559118236473
cub200,m1_glfc,3,2,9,7,0.8036072144288577
cub200,m1_glfc,3,3,3,0,0.020080321285140562
cub200,m1_glfc,3,3,4,1,0.43775100401606426
cub200,m1_glfc,3,3,5,2,0.6124497991967871
cub200,m1_glfc,3,3,6,3,0.6506024096385542
cub200,m1_glfc,3,3,7,4,0.6546184738955824
cub200,m1_glfc,3,3,8,5,0.7128514056224899
cub200,m1_glfc,3,3,9,6,0.7128514056224899
cub200,m1_glfc,3,4,4,0,0.076
cub200,m1_glfc,3,4,5,1,0.368
cub200,m1_glfc,3,4,6,2,0.424
cub200,m1_glfc,3,4,7,3,0.536
cub200,m1_glfc,3,4,8,4,0.584
cub200,m1_glfc,3,4,9,5,0.568
cub200,m1_glfc,3,5,5,0,0.004
cub200,m1_glfc,3,5,6,1,0.178
cub200,m1_glfc,3,5,7,2,0.268
cub200,m1_glfc,3,5,8,3,0.396
cub200,m1_glfc,3,5,9,4,0.422
cub200,m1_glfc,3,6,6,0,0.0
cub200,m1_glfc,3,6,7,1,0.18236472945891782
cub200,m1_glfc,3,6,8,2,0.32665330661322645
cub200,m1_glfc,3,6,9,3,0.46893787575150303
cub200,m1_glfc,3,7,7,0,0.0
cub200,m1_glfc,3,7,8,1,0.206
cub200,m1_glfc,3,7,9,2,0.308
cub200,m1_glfc,3,8,8,0,0.0
cub200,m1_glfc,3,8,9,1,0.21643286573146292
cub200,m1_glfc,3,9,9,0,0.002004008016032064
cub200,m1_glfc,4,0,0,0,0.918
cub200,m1_glfc,4,0,1,1,0.932
cub200,m1_glfc,4,0,2,2,0.932
cub200,m1_glfc,4,0,3,3,0.908
cub200,m1_glfc,4,0,4,4,0.872
cub200,m1_glfc,4,0,5,5,0.838
cub200,m1_glfc,4,0,6,6,0.824
cub200,m1_glfc,4,0,7,7,0.808
cub200,m1_glfc,4,0,8,8,0.796
cub200,m1_glfc,4,0,9,9,0.796
cub200,m1_glfc,4,1,1,0,0.284
cub200,m1_glfc,4,1,2,1,0.642
cub200,m1_glfc,4,1,3,2,0.762
cub200,m1_glfc,4,1,4,3,0.798
cub200,m1_glfc,4,1,5,4,0.834
cub200,m1_glfc,4,1,6,5,0.812
cub200,m1_glfc,4,1,7,6,0.822
cub200,m1_glfc,4,1,8,7,0.836
cub200,m1_glfc,4,1,9,8,0.836
cub200,m1_glfc,4,2,2,0,0.182
cub200,m1_glfc,4,2,3,1,0.588
cub200,m1_glfc,4,2,4,2,0.684
cub200,m1_glfc,4,2,5,3,0.746
cub200,m1_glfc,4,2,6,4,0.792
cub200,m1_glfc,4,2,7,5,0.814
cub200,m1_glfc,4,2,8,6,0.85
cub200,m1_glfc,4,2,9,7,0.85
cub200,m1_glfc,4,3,3,0,0.008016032064128256
cub200,m1_glfc,4,3,4,1,0.48296593186372744
cub200,m1_glfc,4,3,5,2,0.7214428857715431
cub200,m1_glfc,4,3,6,3,0.8176352705410822
cub200,m1_glfc,4,3,7,4,0.8336673346693386
cub200,m1_glfc,4,3,8,5,0.8537074148296593
cub200,m1_glfc,4,3,9,6,0.8697394789579158
cub200,m1_glfc,4,4,4,0,0.02
cub200,m1_glfc,4,4,5,1,0.456
cub200,m1_glfc,4,4,6,2,0.664
cub200,m1_glfc,4,4,7,3,0.692
cub200,m1_glfc,4,4,8,4,0.738
cub200,m1_glfc,4,4,9,5,0.766
cub200,m1_glfc,4,5,5,0,0.04216867469879518
cub200,m1_glfc,4,5,6,1,0.5823293172690763
cub200,m1_glfc,4,5,7,2,0.7349397590361446
cub200,m1_glfc,4,5,8,3,0.7550200803212851
cub200,m1_glfc,4,5,9,4,0.7751004016064257
cub200,m1_glfc,4,6,6,0,0.0
cub200,m1_glfc,4,6,7,1,0.162
cub200,m1_glfc,4,6,8,2,0.252
cub200,m1_glfc,4,6,9,3,0.306
cub200,m1_glfc,4,7,7,0,0.0
cub200,m1_glfc,4,7,8,1,0.22690763052208834
cub200,m1_glfc,4,7,9,2,0.29116465863453816
cub200,m1_glfc,4,8,8,0,0.0
cub200,m1_glfc,4,8,9,1,0.214
cub200,m1_glfc,4,9,9,0,0.0
cub200,m2_target,0,0,0,0,0.85
cub200,m2_target,0,0,1,1,0.986
cub200,m2_target,0,0,2,2,0.962
cub200,m2_target,0,0,3,3,0.958
cub200,m2_target,0,0,4,4,0.964
