dataset,backbone,n_per_class,ref_quality,class,trial,anisotropy_ratio,mean_cos,median_cos,frac_above_0.8,n_records,ref_pool_size
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,105,3,34.03062132603117,0.8354892621877229,0.8543411307442819,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,150,4,34.03062132603117,0.8528251267227549,0.9145545561309666,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,113,5,34.03062132603117,0.757211828799139,0.8301277675484853,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,79,6,34.03062132603117,0.6616006208293291,0.6631516361259151,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,171,7,34.03062132603117,0.7589240376919254,0.7932558529887328,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,163,8,34.03062132603117,0.793900570333005,0.7932706828827649,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,57,9,34.03062132603117,0.7021664936991194,0.6681792058624871,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,191,10,34.03062132603117,0.8219144603378351,0.8170696341504357,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,67,11,34.03062132603117,0.5913294425432305,0.6161253147120999,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,115,12,34.03062132603117,0.8717784149841963,0.8880743941155873,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,156,13,34.03062132603117,0.7332994853671724,0.7583156303640446,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,124,14,34.03062132603117,0.5512642663507106,0.6309001130276406,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,1,15,34.03062132603117,0.6563430484851872,0.6512744334556724,0.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,113,16,34.03062132603117,0.8227741193911043,0.800621293542324,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,81,17,34.03062132603117,0.8124506504486317,0.8211032881496021,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,0,18,34.03062132603117,0.6166936766993534,0.5336352957633987,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,176,19,34.03062132603117,0.7610959087330644,0.7120922753561745,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,15,20,34.03062132603117,0.7484661211978225,0.7645549959628415,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,168,21,34.03062132603117,0.7787349468700228,0.7600959204950142,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,156,22,34.03062132603117,0.7278309959237806,0.679357095479429,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,110,23,34.03062132603117,0.7762814281348511,0.7719095073385669,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_full,161,24,34.03062132603117,0.7442099579965461,0.7630431881740507,0.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,5,0,34.03062132603117,0.8285694626316353,0.8489588879400057,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,121,1,34.03062132603117,0.6969743075279584,0.6717507148767023,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,52,2,34.03062132603117,0.6186782428829618,0.6286914872241037,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,195,3,34.03062132603117,0.8366453909959009,0.902145717400268,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,196,4,34.03062132603117,0.8150626771783958,0.7882684042481722,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,39,5,34.03062132603117,0.6152416860508356,0.7117050203543926,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,198,6,34.03062132603117,0.6634101163564847,0.6771104832450426,0.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,184,7,34.03062132603117,0.8224357476527642,0.8092475726971353,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,85,8,34.03062132603117,0.7504321058299502,0.7797753246938066,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,109,9,34.03062132603117,0.6056551783218721,0.6091700495437689,0.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,126,10,34.03062132603117,0.9029987007305756,0.9070794341942201,1.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,106,11,34.03062132603117,0.7820402059697467,0.8034759281792528,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,103,12,34.03062132603117,0.6373916649133744,0.6731877062085678,0.0,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,84,13,34.03062132603117,0.534777159722875,0.5000083922103554,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,143,14,34.03062132603117,0.8375176860165706,0.8025322159284247,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,189,15,34.03062132603117,0.8208062331281827,0.8454413606453353,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,119,16,34.03062132603117,0.8052723928197293,0.8778703355448163,0.75,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,126,17,34.03062132603117,0.6757260119495523,0.6443201836141927,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,124,18,34.03062132603117,0.5454519124600854,0.5971612407987832,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,128,19,34.03062132603117,0.7462746310821055,0.703773864034335,0.25,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,171,20,34.03062132603117,0.8137580929597061,0.8093749893536075,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,52,21,34.03062132603117,0.749403170698722,0.7693652173844847,0.5,4,5
cub200,vit_base_patch16_224.augreg_in21k,4,clean_small_pool,109,22,34.03062132603117,0.5668168298770865,0.5817905395548779,0.25,4,5
