key,value,ci_lo,ci_hi,unit,source_csv,row_filter,value_column,ci_lo_column,ci_hi_column,note
retention_curves__imagenet_r__m2_target__full__leak_tpr1__4__norm,2.4397325498158593,2.24011419972488,2.6369531317917203,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m2_target__full__leak_tpr1__5__raw,0.22787233697327644,0.19651568868399166,0.25783666292288315,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m2_target__full__leak_tpr1__5__norm,2.5769504614552003,2.3658142687250767,2.7847372392283107,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m2_target__full__leak_tpr1__6__raw,0.2353685645211014,0.20388811678849197,0.2684976582649046,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m2_target__full__leak_tpr1__6__norm,2.6656143428221593,2.3157497908537765,3.0924585262448763,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m2_target"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__acc__0__raw,0.6855086963232258,0.6635986995399644,0.7077707777408879,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__1__raw,0.4767001904217955,0.4413069304651422,0.5135854616116845,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__1__norm,0.6985315459895439,0.6443127504493102,0.7568637287685724,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__2__raw,0.4581021506328411,0.4240825817845007,0.4909297161715834,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__2__norm,0.6766481576269698,0.6261974481134256,0.7281257923015685,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__3__raw,0.4484086915780764,0.4154690537678034,0.4788302302801359,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__3__norm,0.6655596477470742,0.6202748747218273,0.7149272158322325,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__4__raw,0.44726559285425516,0.4182869787055753,0.4736436014570588,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__4__norm,0.6661956177915466,0.6245818101273314,0.710354605392431,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__5__raw,0.4375342650036672,0.4124629757559971,0.4620756336465032,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__5__norm,0.6531241277066426,0.6177740821285209,0.6894990041902161,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__6__raw,0.44332990117535215,0.422732783146368,0.4669187386799145,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__acc__6__norm,0.6631761382043783,0.6342206916237854,0.6965571844240587,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""acc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m3_fot__full__leak_auc__0__raw,0.6908409057210475,0.6808008767515067,0.7016953237751061,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__1__raw,0.7180019728991228,0.7060754211048825,0.7305309243847758,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__1__norm,1.142323088833883,1.1250398707987235,1.1593213589386424,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__2__raw,0.7290313513373323,0.7172187418145776,0.7426722523283776,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__2__norm,1.2001166650933206,1.1779233706544088,1.2223620783556166,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__3__raw,0.7312038396103706,0.7197586028435574,0.7443744182886304,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__3__norm,1.2115004314029072,1.1841203750178093,1.2380338936203772,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__4__raw,0.7305608979815822,0.7189259455609569,0.7440867770125714,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__4__norm,1.208131438647611,1.17784952120255,1.2381894657298427,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__5__raw,0.7297003835349846,0.7182141356232504,0.7434584871041456,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__5__norm,1.2036223715618812,1.1694564024689784,1.2366079399956567,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__6__raw,0.7286137544383087,0.7171811983069266,0.7425928458300449,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_auc__6__norm,1.1979284712286673,1.1620833575154372,1.2326595552361657,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_auc"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__0__raw,0.07861465929297379,0.06672683193368698,0.09029649026999649,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__1__raw,0.08590678477626063,0.07531702991133674,0.09904097989149338,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__1__norm,1.106276494825262,1.0221987806251407,1.2183398653638515,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__2__raw,0.08823961239171928,0.07709635089970891,0.1030438331084111,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__2__norm,1.1402754629684664,1.0114937798626735,1.3108236229642618,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__3__raw,0.08735868448098665,0.07436291445039905,0.1037594016751514,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__3__norm,1.1274366917815222,0.961149331007339,1.3151253860131698,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__4__raw,0.08541738038140916,0.0716061306145569,0.10382768268859979,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__4__norm,1.0991438441658483,0.9327183525209657,1.2906218348536806,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__5__raw,0.08682033964665002,0.07150774975018412,0.10647286737053016,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__5__norm,1.1195907760561672,0.9061959375272975,1.340866102242592,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__6__raw,0.0898709603745575,0.07316192604614216,0.11091686956136347,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m3_fot__full__leak_tpr1__6__norm,1.1640509651665116,0.8643101255786811,1.43197755863498,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m3_fot"", ""quantity"": ""leak_tpr1"", ""view"": ""full""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__acc__0__raw,0.6462263097875287,0.6164336050769971,0.6753451225042986,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__1__raw,0.6041556128954394,0.5795808588276637,0.6302748932288675,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__1__norm,0.9482884698164972,0.9347213859702094,0.9597295166099555,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__2__raw,0.5719061798451514,0.5471360499594299,0.5974595125123778,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__2__norm,0.903007170617754,0.8842652995064064,0.9217462256247735,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__3__raw,0.5522668927936711,0.5299087963297284,0.5755513087694721,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__3__norm,0.8751794343750746,0.8551109968556364,0.8940516105378492,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__4__raw,0.5356697081971864,0.513331951775198,0.5580353691725887,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__4__norm,0.8509371627173501,0.8304055960518724,0.8695270998208533,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__5__raw,0.5231035176476022,0.5007579824729333,0.5461966167212275,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__5__norm,0.8324667288465125,0.8096974349870871,0.85230671602959,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__6__raw,0.5104767332509768,0.48852093627217713,0.5326794973532367,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__acc__6__norm,0.8134506967758923,0.7900959452125784,0.8333764676277128,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""acc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=5
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__0__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__1__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__1__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__2__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__2__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__3__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__3__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""3"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__4__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__4__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""4"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__5__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__5__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""5"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__6__raw,0.8422918231966118,0.8275347435183144,0.8569393290451808,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_auc__6__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""6"", ""method"": ""m4_proto"", ""quantity"": ""leak_auc"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_tpr1__0__raw,0.23953708540088797,0.21552160386798608,0.26815000181104787,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_tpr1"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_tpr1__0__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""0"", ""method"": ""m4_proto"", ""quantity"": ""leak_tpr1"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_tpr1__1__raw,0.23953708540088797,0.21552160386798608,0.26815000181104787,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_tpr1"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_tpr1__1__norm,1.0,1.0,1.0,norm,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""1"", ""method"": ""m4_proto"", ""quantity"": ""leak_tpr1"", ""view"": ""aggregate""}",norm,norm_ci_lo,norm_ci_hi,n_seeds=3
retention_curves__imagenet_r__m4_proto__aggregate__leak_tpr1__2__raw,0.23953708540088797,0.21552160386798608,0.26815000181104787,raw,results/retention_curves.csv,"{""dataset"": ""imagenet_r"", ""elapsed"": ""2"", ""method"": ""m4_proto"", ""quantity"": ""leak_tpr1"", ""view"": ""aggregate""}",raw,raw_ci_lo,raw_ci_hi,n_seeds=3
